checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status_sex,other_debtors,residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
negative_balance,24,no_credit_all_paid,furniture_equipment,4110,very_low_savings,over_7_years,3,male_single,none,4,no_property,23,bank,rent,2,skilled_employee,2,no_phone,yes,bad
negative_balance,6,critical_account,furniture_equipment,3384,very_low_savings,1_to_4_years,1,male_divorced,none,4,real_estate,44,none,rent,1,management_self_employed,1,has_phone,yes,bad
low_balance,13,existing_paid_duly,radio_tv,2101,very_low_savings,less_than_1_year,2,female_divorced_married,guarantor,4,insurance_savings,23,none,own,1,unskilled_resident,1,no_phone,yes,good
negative_balance,15,existing_paid_duly,domestic_appliances,1275,no_savings,1_to_4_years,4,female_divorced_married,none,2,car_or_other,24,none,rent,1,skilled_employee,1,no_phone,yes,bad
negative_balance,24,existing_paid_duly,furniture_equipment,4169,very_low_savings,1_to_4_years,4,male_single,none,4,insurance_savings,28,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,10,existing_paid_duly,furniture_equipment,1521,very_low_savings,1_to_4_years,4,male_divorced,none,2,car_or_other,31,none,own,1,unskilled_resident,1,no_phone,yes,good
low_balance,24,critical_account,education,5743,very_low_savings,less_than_1_year,2,female_divorced_married,none,4,no_property,24,none,free,2,skilled_employee,1,has_phone,yes,good
negative_balance,21,existing_paid_duly,furniture_equipment,3599,very_low_savings,4_to_7_years,1,female_divorced_married,none,4,car_or_other,26,none,rent,1,unskilled_resident,1,no_phone,yes,good
low_balance,18,existing_paid_duly,radio_tv,3213,medium_savings,less_than_1_year,1,male_married_widowed,none,3,real_estate,25,none,rent,1,skilled_employee,1,no_phone,yes,good
low_balance,18,existing_paid_duly,business,4439,very_low_savings,over_7_years,1,male_single,co_applicant,1,real_estate,33,bank,own,1,management_self_employed,1,has_phone,yes,good
high_balance,10,existing_paid_duly,car_new,3949,very_low_savings,less_than_1_year,1,male_single,guarantor,1,insurance_savings,37,none,own,1,unskilled_resident,2,no_phone,yes,good
no_checking_account,15,critical_account,radio_tv,1459,very_low_savings,1_to_4_years,4,female_divorced_married,none,2,car_or_other,43,none,own,1,unskilled_resident,1,no_phone,yes,good
low_balance,13,critical_account,radio_tv,882,very_low_savings,less_than_1_year,4,male_single,guarantor,4,real_estate,23,none,own,2,skilled_employee,1,no_phone,yes,good
low_balance,24,existing_paid_duly,radio_tv,3758,medium_savings,unemployed,1,female_divorced_married,none,4,no_property,23,none,rent,1,unemployed_unskilled_nonresident,1,no_phone,yes,good
no_checking_account,6,payment_delay_past,business,1743,low_savings,1_to_4_years,1,male_single,none,2,real_estate,34,none,own,2,unskilled_resident,1,no_phone,yes,good
low_balance,9,critical_account,education,1136,high_savings,over_7_years,4,male_single,none,3,no_property,32,none,free,2,skilled_employee,2,no_phone,yes,bad
no_checking_account,9,existing_paid_duly,domestic_appliances,1236,very_low_savings,less_than_1_year,1,female_divorced_married,none,4,real_estate,23,none,rent,1,skilled_employee,1,has_phone,yes,good
low_balance,9,existing_paid_duly,furniture_equipment,959,very_low_savings,1_to_4_years,1,female_divorced_married,none,2,car_or_other,29,none,own,1,skilled_employee,1,no_phone,no,bad
no_checking_account,18,critical_account,car_used,3229,no_savings,unemployed,2,male_single,none,4,no_property,38,none,own,1,management_self_employed,1,has_phone,yes,good
negative_balance,12,no_credit_all_paid,radio_tv,6199,very_low_savings,1_to_4_years,4,male_single,none,2,insurance_savings,28,none,rent,2,skilled_employee,1,has_phone,yes,bad
no_checking_account,10,existing_paid_duly,education,727,medium_savings,over_7_years,4,male_single,none,4,no_property,46,none,free,1,skilled_employee,1,has_phone,yes,good
low_balance,24,existing_paid_duly,car_new,1246,very_low_savings,less_than_1_year,4,male_single,none,2,real_estate,23,stores,own,1,unskilled_resident,1,no_phone,yes,bad
no_checking_account,12,critical_account,radio_tv,2331,no_savings,over_7_years,1,male_single,co_applicant,4,real_estate,49,none,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,36,payment_delay_past,radio_tv,4463,very_low_savings,1_to_4_years,4,male_single,none,2,car_or_other,26,none,own,2,management_self_employed,1,has_phone,yes,bad
no_checking_account,12,existing_paid_duly,radio_tv,776,very_low_savings,1_to_4_years,4,male_married_widowed,none,2,real_estate,28,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,30,existing_paid_duly,furniture_equipment,2406,very_low_savings,4_to_7_years,4,female_divorced_married,none,4,real_estate,23,none,rent,1,skilled_employee,1,no_phone,yes,bad
low_balance,18,existing_paid_duly,education,1239,no_savings,1_to_4_years,4,male_single,none,4,no_property,61,none,free,1,skilled_employee,1,no_phone,yes,good
high_balance,12,existing_paid_duly,radio_tv,3399,no_savings,over_7_years,2,male_single,none,3,car_or_other,37,none,own,1,management_self_employed,1,no_phone,yes,good
high_balance,12,payment_delay_past,car_new,2247,very_low_savings,1_to_4_years,2,female_divorced_married,none,2,car_or_other,36,stores,own,2,skilled_employee,1,has_phone,yes,good
no_checking_account,6,existing_paid_duly,furniture_equipment,1766,very_low_savings,1_to_4_years,1,male_married_widowed,none,2,insurance_savings,21,none,rent,1,skilled_employee,1,no_phone,yes,good
negative_balance,18,existing_paid_duly,furniture_equipment,2473,very_low_savings,unemployed,4,male_single,none,1,car_or_other,25,none,own,1,unemployed_unskilled_nonresident,1,no_phone,yes,bad
no_checking_account,12,existing_paid_duly,business,1542,very_low_savings,4_to_7_years,2,male_single,none,4,car_or_other,36,none,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,18,critical_account,car_used,3850,very_low_savings,4_to_7_years,3,male_single,none,1,car_or_other,27,none,own,2,skilled_employee,1,no_phone,yes,good
negative_balance,18,existing_paid_duly,furniture_equipment,3650,very_low_savings,less_than_1_year,1,female_divorced_married,none,4,car_or_other,22,none,rent,1,skilled_employee,1,no_phone,yes,good
negative_balance,36,existing_paid_duly,furniture_equipment,3446,very_low_savings,over_7_years,4,male_single,none,2,car_or_other,42,none,own,1,skilled_employee,2,no_phone,yes,bad
low_balance,18,existing_paid_duly,furniture_equipment,3001,very_low_savings,4_to_7_years,2,female_divorced_married,none,4,real_estate,40,none,rent,1,skilled_employee,1,no_phone,yes,good
no_checking_account,36,existing_paid_duly,car_new,3079,no_savings,1_to_4_years,4,male_single,none,4,real_estate,36,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,18,critical_account,radio_tv,6070,very_low_savings,over_7_years,3,male_single,none,4,car_or_other,33,none,own,2,skilled_employee,1,has_phone,yes,good
no_checking_account,10,critical_account,furniture_equipment,2146,very_low_savings,less_than_1_year,1,female_divorced_married,none,3,real_estate,23,none,rent,2,skilled_employee,1,no_phone,yes,good
no_checking_account,60,critical_account,car_new,13756,no_savings,over_7_years,2,male_single,none,4,no_property,63,bank,free,1,management_self_employed,1,has_phone,yes,good
low_balance,60,all_paid_this_bank,others,14782,low_savings,over_7_years,3,female_divorced_married,none,4,no_property,60,bank,free,2,management_self_employed,1,has_phone,yes,bad
negative_balance,48,all_paid_this_bank,business,7685,very_low_savings,4_to_7_years,2,female_divorced_married,guarantor,4,car_or_other,37,none,rent,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,18,payment_delay_past,radio_tv,2320,very_low_savings,unemployed,2,male_married_widowed,none,3,real_estate,34,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,7,payment_delay_past,radio_tv,846,no_savings,over_7_years,3,male_single,none,4,no_property,36,none,free,1,skilled_employee,1,no_phone,yes,good
low_balance,36,existing_paid_duly,car_new,14318,very_low_savings,over_7_years,4,male_single,none,2,no_property,57,none,free,1,management_self_employed,1,has_phone,yes,bad
no_checking_account,6,critical_account,car_new,362,low_savings,1_to_4_years,4,female_divorced_married,none,4,car_or_other,52,none,own,2,unskilled_resident,1,no_phone,yes,good
negative_balance,20,existing_paid_duly,furniture_equipment,2212,no_savings,4_to_7_years,4,male_single,none,4,car_or_other,39,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,18,existing_paid_duly,car_used,12976,very_low_savings,unemployed,3,female_divorced_married,none,4,no_property,38,none,free,1,management_self_employed,1,has_phone,yes,bad
no_checking_account,22,existing_paid_duly,car_new,1283,no_savings,4_to_7_years,4,female_divorced_married,none,4,insurance_savings,25,none,rent,1,skilled_employee,1,no_phone,yes,good
high_balance,12,existing_paid_duly,car_new,1330,very_low_savings,less_than_1_year,4,male_single,none,1,real_estate,26,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,30,payment_delay_past,business,4272,low_savings,1_to_4_years,2,male_single,none,2,insurance_savings,26,none,own,2,unskilled_resident,1,no_phone,yes,good
no_checking_account,18,critical_account,radio_tv,2238,very_low_savings,1_to_4_years,2,female_divorced_married,none,1,car_or_other,25,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,18,existing_paid_duly,radio_tv,1126,no_savings,less_than_1_year,4,female_divorced_married,none,2,real_estate,21,none,rent,1,skilled_employee,1,has_phone,yes,good
low_balance,18,critical_account,furniture_equipment,7374,very_low_savings,unemployed,4,male_single,none,4,insurance_savings,40,stores,own,2,management_self_employed,1,has_phone,yes,good
low_balance,15,critical_account,business,2326,medium_savings,1_to_4_years,2,male_single,none,4,car_or_other,27,bank,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,9,existing_paid_duly,business,1449,very_low_savings,4_to_7_years,3,female_divorced_married,none,2,car_or_other,27,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,18,existing_paid_duly,car_new,1820,very_low_savings,1_to_4_years,2,male_married_widowed,none,2,insurance_savings,30,none,own,1,management_self_employed,1,has_phone,yes,good
low_balance,12,existing_paid_duly,furniture_equipment,983,high_savings,less_than_1_year,1,female_divorced_married,none,4,real_estate,19,none,rent,1,unskilled_resident,1,no_phone,yes,good
negative_balance,36,existing_paid_duly,car_new,3249,very_low_savings,4_to_7_years,2,male_single,none,4,no_property,39,bank,free,1,management_self_employed,2,has_phone,yes,good
negative_balance,6,critical_account,radio_tv,1957,very_low_savings,4_to_7_years,1,female_divorced_married,none,4,car_or_other,31,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,9,critical_account,furniture_equipment,2406,very_low_savings,unemployed,2,male_single,none,3,car_or_other,31,none,own,1,management_self_employed,1,no_phone,yes,good
low_balance,39,payment_delay_past,education,11760,low_savings,4_to_7_years,2,male_single,none,3,no_property,32,none,rent,1,skilled_employee,1,has_phone,yes,good
negative_balance,12,existing_paid_duly,furniture_equipment,2578,very_low_savings,unemployed,3,female_divorced_married,none,4,no_property,55,none,free,1,management_self_employed,1,no_phone,yes,good
negative_balance,36,critical_account,furniture_equipment,2348,very_low_savings,1_to_4_years,3,male_married_widowed,none,2,insurance_savings,46,none,own,2,skilled_employee,1,has_phone,yes,good
low_balance,12,existing_paid_duly,car_new,1223,very_low_savings,over_7_years,1,male_divorced,none,1,real_estate,46,none,rent,2,skilled_employee,1,no_phone,yes,bad
no_checking_account,24,critical_account,radio_tv,1516,high_savings,1_to_4_years,4,female_divorced_married,none,1,real_estate,43,none,own,2,unskilled_resident,1,no_phone,yes,good
no_checking_account,18,existing_paid_duly,radio_tv,1473,very_low_savings,less_than_1_year,3,male_married_widowed,none,4,real_estate,39,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,18,critical_account,business,1887,no_savings,1_to_4_years,4,male_married_widowed,none,4,real_estate,28,bank,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,24,payment_delay_past,business,8648,very_low_savings,less_than_1_year,2,male_single,none,2,car_or_other,27,bank,own,2,skilled_employee,1,has_phone,yes,bad
no_checking_account,14,payment_delay_past,car_new,802,very_low_savings,1_to_4_years,4,male_single,none,2,car_or_other,27,none,own,2,unskilled_resident,1,no_phone,yes,good
low_balance,18,payment_delay_past,car_new,2899,no_savings,over_7_years,4,male_single,none,4,car_or_other,43,none,own,1,skilled_employee,2,no_phone,yes,good
low_balance,24,existing_paid_duly,radio_tv,2039,very_low_savings,less_than_1_year,1,male_married_widowed,none,1,insurance_savings,22,none,own,1,skilled_employee,1,has_phone,yes,bad
no_checking_account,24,critical_account,car_used,2197,no_savings,4_to_7_years,4,male_single,none,4,car_or_other,43,none,own,2,skilled_employee,2,has_phone,yes,good
negative_balance,15,existing_paid_duly,radio_tv,1053,very_low_savings,less_than_1_year,4,male_married_widowed,none,2,real_estate,27,none,own,1,skilled_employee,1,no_phone,no,good
no_checking_account,24,existing_paid_duly,radio_tv,3235,medium_savings,over_7_years,3,male_divorced,none,2,car_or_other,26,none,own,1,management_self_employed,1,has_phone,yes,good
high_balance,12,critical_account,car_new,939,medium_savings,4_to_7_years,4,male_married_widowed,none,2,real_estate,28,none,own,3,skilled_employee,1,has_phone,yes,bad
low_balance,24,existing_paid_duly,radio_tv,1967,very_low_savings,over_7_years,4,female_divorced_married,none,4,car_or_other,20,none,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,33,critical_account,car_used,7253,very_low_savings,4_to_7_years,3,male_single,none,2,car_or_other,35,none,own,2,management_self_employed,1,has_phone,yes,good
no_checking_account,12,critical_account,business,2292,very_low_savings,unemployed,4,male_single,none,2,car_or_other,42,stores,own,2,management_self_employed,1,has_phone,yes,bad
no_checking_account,10,existing_paid_duly,car_new,1597,medium_savings,1_to_4_years,3,male_single,none,2,no_property,40,none,rent,1,unskilled_resident,2,no_phone,no,good
negative_balance,24,existing_paid_duly,car_new,1381,no_savings,1_to_4_years,4,female_divorced_married,none,2,insurance_savings,35,none,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,36,critical_account,car_used,5842,very_low_savings,over_7_years,2,male_single,none,2,insurance_savings,35,none,own,2,skilled_employee,2,has_phone,yes,good
negative_balance,12,existing_paid_duly,car_new,2579,very_low_savings,less_than_1_year,4,male_single,none,1,real_estate,33,none,own,1,unskilled_resident,2,no_phone,yes,bad
negative_balance,18,payment_delay_past,education,8471,no_savings,1_to_4_years,1,female_divorced_married,none,2,car_or_other,23,none,rent,2,skilled_employee,1,has_phone,yes,good
no_checking_account,21,existing_paid_duly,car_new,2782,medium_savings,4_to_7_years,1,female_divorced_married,none,2,car_or_other,31,bank,own,1,management_self_employed,1,no_phone,yes,good
low_balance,18,existing_paid_duly,car_new,1042,no_savings,1_to_4_years,4,female_divorced_married,none,2,insurance_savings,33,none,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,15,existing_paid_duly,car_new,3186,high_savings,4_to_7_years,2,female_divorced_married,none,3,car_or_other,20,none,rent,1,skilled_employee,1,no_phone,yes,good
low_balance,12,existing_paid_duly,car_used,2028,no_savings,1_to_4_years,4,male_single,none,2,car_or_other,30,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,12,critical_account,car_new,958,very_low_savings,4_to_7_years,2,male_single,none,3,real_estate,47,none,own,2,unskilled_resident,2,no_phone,yes,good
no_checking_account,21,payment_delay_past,furniture_equipment,1591,low_savings,4_to_7_years,4,male_single,none,3,real_estate,34,none,own,2,management_self_employed,1,no_phone,yes,good
low_balance,12,existing_paid_duly,furniture_equipment,2762,no_savings,over_7_years,1,female_divorced_married,none,2,insurance_savings,25,bank,own,1,skilled_employee,1,has_phone,yes,bad
low_balance,18,existing_paid_duly,car_used,2779,very_low_savings,1_to_4_years,1,male_married_widowed,none,3,car_or_other,21,none,rent,1,skilled_employee,1,has_phone,yes,good
no_checking_account,28,critical_account,radio_tv,2743,very_low_savings,over_7_years,4,male_single,none,2,car_or_other,29,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,18,critical_account,radio_tv,1149,high_savings,1_to_4_years,4,male_single,none,3,real_estate,46,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,9,existing_paid_duly,furniture_equipment,1313,very_low_savings,over_7_years,1,male_single,none,4,car_or_other,20,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,18,critical_account,repairs,1190,very_low_savings,unemployed,2,female_divorced_married,none,4,no_property,55,none,free,3,unemployed_unskilled_nonresident,2,no_phone,yes,bad
no_checking_account,5,existing_paid_duly,business,3448,very_low_savings,4_to_7_years,1,male_single,none,4,real_estate,74,none,own,1,unskilled_resident,1,no_phone,yes,good
low_balance,24,existing_paid_duly,others,11328,very_low_savings,1_to_4_years,2,male_single,co_applicant,3,car_or_other,29,bank,own,2,management_self_employed,1,has_phone,yes,bad
negative_balance,6,critical_account,furniture_equipment,1872,very_low_savings,unemployed,4,male_single,none,4,no_property,36,none,free,3,management_self_employed,1,has_phone,yes,good
no_checking_account,24,critical_account,repairs,2058,very_low_savings,1_to_4_years,4,male_divorced,none,2,real_estate,33,none,own,2,skilled_employee,1,has_phone,yes,good
negative_balance,9,existing_paid_duly,furniture_equipment,2136,very_low_savings,1_to_4_years,3,male_single,none,2,real_estate,25,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,12,existing_paid_duly,radio_tv,1484,no_savings,1_to_4_years,2,male_married_widowed,none,1,real_estate,25,none,own,1,skilled_employee,1,has_phone,yes,bad
no_checking_account,6,existing_paid_duly,repairs,660,medium_savings,4_to_7_years,2,male_married_widowed,none,4,real_estate,23,none,rent,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,24,critical_account,car_new,1287,high_savings,over_7_years,4,female_divorced_married,none,4,real_estate,37,none,own,2,skilled_employee,1,has_phone,yes,good
negative_balance,42,critical_account,repairs,3394,very_low_savings,unemployed,4,male_single,co_applicant,4,car_or_other,65,none,own,2,unemployed_unskilled_nonresident,1,no_phone,yes,good
high_balance,12,all_paid_this_bank,business,609,very_low_savings,less_than_1_year,4,female_divorced_married,none,1,real_estate,26,none,own,1,unemployed_unskilled_nonresident,1,no_phone,yes,bad
no_checking_account,12,existing_paid_duly,car_new,1884,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,39,none,own,1,management_self_employed,1,has_phone,yes,good
negative_balance,12,existing_paid_duly,furniture_equipment,1620,very_low_savings,1_to_4_years,2,female_divorced_married,co_applicant,3,insurance_savings,30,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,20,payment_delay_past,others,2629,very_low_savings,1_to_4_years,2,male_single,none,3,car_or_other,29,bank,own,2,skilled_employee,1,has_phone,yes,good
no_checking_account,12,existing_paid_duly,education,719,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,41,bank,own,1,unskilled_resident,2,no_phone,yes,bad
low_balance,48,critical_account,furniture_equipment,5096,very_low_savings,1_to_4_years,2,female_divorced_married,none,3,car_or_other,30,none,own,1,management_self_employed,1,has_phone,yes,bad
no_checking_account,9,critical_account,education,1244,no_savings,over_7_years,4,female_divorced_married,none,4,insurance_savings,41,none,rent,2,unskilled_resident,1,no_phone,yes,good
negative_balance,36,existing_paid_duly,car_new,1842,very_low_savings,less_than_1_year,4,female_divorced_married,none,4,car_or_other,34,none,own,1,skilled_employee,1,has_phone,yes,bad
low_balance,7,existing_paid_duly,radio_tv,2576,very_low_savings,1_to_4_years,2,male_single,guarantor,2,real_estate,35,none,own,1,skilled_employee,1,no_phone,yes,good
high_balance,12,existing_paid_duly,furniture_equipment,1424,no_savings,over_7_years,3,female_divorced_married,none,4,real_estate,55,none,own,1,management_self_employed,1,has_phone,yes,good
low_balance,15,payment_delay_past,repairs,1512,high_savings,1_to_4_years,3,male_married_widowed,none,3,insurance_savings,61,stores,own,2,skilled_employee,1,no_phone,yes,bad
no_checking_account,36,critical_account,car_used,11054,no_savings,1_to_4_years,4,male_single,none,2,car_or_other,30,none,own,1,management_self_employed,1,has_phone,yes,good
no_checking_account,6,existing_paid_duly,radio_tv,518,very_low_savings,1_to_4_years,3,female_divorced_married,none,1,real_estate,29,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,12,no_credit_all_paid,furniture_equipment,2759,very_low_savings,over_7_years,2,male_single,none,4,insurance_savings,34,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,24,existing_paid_duly,car_used,2670,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,35,none,own,1,management_self_employed,1,has_phone,yes,good
negative_balance,24,existing_paid_duly,car_new,4817,very_low_savings,4_to_7_years,2,male_single,co_applicant,3,insurance_savings,31,none,own,1,skilled_employee,1,has_phone,yes,bad
no_checking_account,24,existing_paid_duly,car_used,2679,very_low_savings,less_than_1_year,4,female_divorced_married,none,1,no_property,29,none,own,1,management_self_employed,1,has_phone,yes,good
negative_balance,11,critical_account,car_new,3905,very_low_savings,1_to_4_years,2,male_single,none,2,real_estate,36,none,rent,2,skilled_employee,2,no_phone,yes,good
negative_balance,12,existing_paid_duly,car_used,3386,very_low_savings,over_7_years,3,male_single,none,4,no_property,35,none,free,1,skilled_employee,1,has_phone,yes,bad
negative_balance,6,existing_paid_duly,domestic_appliances,343,very_low_savings,less_than_1_year,4,female_divorced_married,none,1,real_estate,27,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,18,existing_paid_duly,radio_tv,4594,very_low_savings,less_than_1_year,3,male_single,none,2,car_or_other,32,none,own,1,skilled_employee,1,has_phone,yes,good
negative_balance,36,existing_paid_duly,furniture_equipment,3620,very_low_savings,1_to_4_years,1,male_single,guarantor,2,insurance_savings,37,none,own,1,skilled_employee,2,no_phone,yes,good
negative_balance,15,existing_paid_duly,car_new,1721,very_low_savings,less_than_1_year,2,male_single,none,3,real_estate,36,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,12,existing_paid_duly,furniture_equipment,3017,very_low_savings,less_than_1_year,3,female_divorced_married,none,1,real_estate,34,none,rent,1,management_self_employed,1,no_phone,yes,good
low_balance,12,existing_paid_duly,retraining,754,no_savings,over_7_years,4,male_single,none,4,insurance_savings,38,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,18,existing_paid_duly,business,1950,very_low_savings,4_to_7_years,4,male_single,none,1,car_or_other,34,stores,own,2,skilled_employee,1,has_phone,yes,good
negative_balance,24,existing_paid_duly,car_used,2924,very_low_savings,1_to_4_years,3,male_single,guarantor,4,no_property,63,bank,own,1,skilled_employee,2,has_phone,yes,good
negative_balance,24,payment_delay_past,radio_tv,1659,very_low_savings,less_than_1_year,4,female_divorced_married,none,2,car_or_other,29,none,rent,1,unskilled_resident,1,has_phone,yes,bad
no_checking_account,48,payment_delay_past,radio_tv,7238,no_savings,over_7_years,3,male_single,none,3,car_or_other,32,bank,own,2,skilled_employee,2,no_phone,yes,good
no_checking_account,33,payment_delay_past,business,2764,very_low_savings,1_to_4_years,2,female_divorced_married,none,2,car_or_other,26,none,own,2,skilled_employee,1,has_phone,yes,good
no_checking_account,24,payment_delay_past,car_used,4679,very_low_savings,4_to_7_years,3,male_single,none,3,car_or_other,35,none,own,2,unskilled_resident,1,has_phone,yes,good
low_balance,24,existing_paid_duly,radio_tv,3092,low_savings,less_than_1_year,3,male_married_widowed,none,2,car_or_other,22,none,rent,1,skilled_employee,1,has_phone,yes,bad
negative_balance,6,existing_paid_duly,education,448,very_low_savings,less_than_1_year,4,female_divorced_married,none,4,insurance_savings,23,none,own,1,skilled_employee,1,no_phone,yes,bad
negative_balance,9,existing_paid_duly,car_new,654,very_low_savings,1_to_4_years,4,male_single,none,3,car_or_other,28,none,own,1,unskilled_resident,1,no_phone,yes,bad
no_checking_account,6,existing_paid_duly,retraining,1238,no_savings,unemployed,4,male_single,none,4,insurance_savings,36,none,own,1,management_self_employed,2,has_phone,yes,good
low_balance,18,critical_account,radio_tv,1245,very_low_savings,1_to_4_years,4,male_married_widowed,none,2,car_or_other,33,none,own,1,skilled_employee,1,no_phone,yes,bad
negative_balance,18,no_credit_all_paid,furniture_equipment,3114,very_low_savings,less_than_1_year,1,female_divorced_married,none,4,insurance_savings,26,none,rent,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,39,existing_paid_duly,car_used,2569,medium_savings,1_to_4_years,4,male_single,none,4,car_or_other,24,none,own,1,skilled_employee,1,no_phone,yes,good
high_balance,24,existing_paid_duly,radio_tv,5152,very_low_savings,4_to_7_years,4,male_single,none,2,car_or_other,25,bank,own,1,skilled_employee,1,no_phone,yes,good
low_balance,12,existing_paid_duly,business,1037,low_savings,4_to_7_years,3,male_single,none,4,real_estate,39,none,own,1,unskilled_resident,1,no_phone,yes,good
negative_balance,15,critical_account,furniture_equipment,1478,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,44,none,own,2,skilled_employee,2,has_phone,yes,good
low_balance,12,critical_account,radio_tv,3573,very_low_savings,1_to_4_years,1,female_divorced_married,none,1,real_estate,23,none,own,1,unskilled_resident,1,no_phone,yes,good
low_balance,24,existing_paid_duly,car_new,1201,very_low_savings,less_than_1_year,4,male_single,none,1,insurance_savings,26,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,30,existing_paid_duly,furniture_equipment,3622,high_savings,over_7_years,4,female_divorced_married,none,4,insurance_savings,57,none,rent,2,skilled_employee,1,has_phone,yes,good
no_checking_account,15,payment_delay_past,furniture_equipment,960,high_savings,4_to_7_years,3,female_divorced_married,none,2,insurance_savings,30,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,12,critical_account,car_new,1163,medium_savings,1_to_4_years,4,male_single,none,4,real_estate,44,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,6,payment_delay_past,car_new,1209,very_low_savings,unemployed,4,male_single,none,4,insurance_savings,47,none,own,1,management_self_employed,1,has_phone,yes,bad
no_checking_account,12,existing_paid_duly,radio_tv,3077,very_low_savings,1_to_4_years,2,male_single,none,4,car_or_other,52,none,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,24,existing_paid_duly,car_new,3757,very_low_savings,over_7_years,4,female_divorced_married,co_applicant,4,no_property,62,none,free,1,skilled_employee,1,has_phone,yes,good
no_checking_account,10,existing_paid_duly,car_new,1418,low_savings,1_to_4_years,3,male_single,none,2,real_estate,35,none,rent,1,unskilled_resident,1,no_phone,no,good
no_checking_account,6,existing_paid_duly,car_new,3518,very_low_savings,1_to_4_years,2,male_single,guarantor,3,insurance_savings,26,none,rent,1,skilled_employee,1,no_phone,yes,good
no_checking_account,12,critical_account,radio_tv,1934,very_low_savings,over_7_years,2,male_single,none,2,no_property,26,none,own,2,skilled_employee,1,no_phone,yes,good
low_balance,27,no_credit_all_paid,business,8318,very_low_savings,over_7_years,2,female_divorced_married,none,4,no_property,42,none,free,2,management_self_employed,1,has_phone,yes,bad
no_checking_account,6,critical_account,radio_tv,1237,low_savings,1_to_4_years,1,female_divorced_married,none,1,insurance_savings,27,none,own,2,skilled_employee,1,no_phone,yes,good
low_balance,6,existing_paid_duly,radio_tv,368,no_savings,over_7_years,4,male_single,none,4,insurance_savings,38,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,12,critical_account,car_new,2122,very_low_savings,1_to_4_years,3,male_single,none,2,real_estate,39,none,rent,2,unskilled_resident,2,no_phone,no,good
negative_balance,24,existing_paid_duly,furniture_equipment,2996,no_savings,1_to_4_years,2,male_married_widowed,none,4,car_or_other,20,none,own,1,skilled_employee,1,no_phone,yes,bad
low_balance,36,existing_paid_duly,furniture_equipment,9034,low_savings,less_than_1_year,4,male_single,co_applicant,1,no_property,29,none,rent,1,management_self_employed,1,has_phone,yes,bad
no_checking_account,24,critical_account,furniture_equipment,1585,very_low_savings,4_to_7_years,4,male_single,none,3,insurance_savings,40,none,own,2,skilled_employee,1,no_phone,yes,good
low_balance,18,existing_paid_duly,radio_tv,1301,very_low_savings,over_7_years,4,male_married_widowed,guarantor,2,real_estate,32,none,own,1,unskilled_resident,1,no_phone,yes,good
high_balance,6,critical_account,car_new,1323,low_savings,over_7_years,2,male_divorced,none,4,car_or_other,28,none,own,2,skilled_employee,2,has_phone,yes,good
